increment,1032.8991799354553,1035.4159343242645,bigbrain_769_603_2082.nii,soen499-worker-5.novalocal,140514427688704
increment,601.5441601276398,604.0505142211914,bigbrain_2307_603_694.nii,soen499-worker-14.novalocal,140480652359424
save_incremented,985.3598721027374,1040.182254076004,bigbrain_769_0_0.nii,soen499-worker-9.novalocal,140544525190912
increment,1036.2566578388214,1038.772067785263,bigbrain_2307_603_1388.nii,soen499-worker-5.novalocal,140514470176512
increment,1038.136127948761,1040.6378638744354,bigbrain_769_1206_1388.nii,soen499-worker-15.novalocal,140659818219264
save_incremented,971.9668614864349,1030.186632156372,bigbrain_769_1809_1388.nii,soen499-worker-16.novalocal,139859217864448
increment,1038.1404135227203,1040.6499876976013,bigbrain_769_1206_694.nii,soen499-worker-5.novalocal,140514478831360
read_img,538.4739441871643,577.3280565738678,bigbrain_3076_1206_0.nii,soen499-worker-9.novalocal,140544525190912
increment,3.1227824687957764,169.07129287719727,bigbrain_0_603_1388.nii,soen499-worker-14.novalocal,140480618264320
read_img,570.8409974575043,613.7112300395966,bigbrain_3076_1809_2082.nii,soen499-worker-9.novalocal,140544973649664
increment,147.21486258506775,149.73129749298096,bigbrain_1538_1809_2776.nii,soen499-worker-15.novalocal,140660286961408
increment,2.3284029960632324,136.73072457313538,bigbrain_0_1809_694.nii,soen499-worker-15.novalocal,140659835004672
increment,134.82598066329956,137.35967230796814,bigbrain_0_1809_2776.nii,soen499-worker-14.novalocal,140480643966720
save_incremented,522.3042898178101,610.4518682956696,bigbrain_2307_2412_1388.nii,soen499-worker-9.novalocal,140544990697216
increment,1040.8546590805054,1043.3636519908905,bigbrain_3076_1809_0.nii,soen499-worker-9.novalocal,140544965256960
increment,1041.499132156372,1044.0043122768402,bigbrain_769_1809_0.nii,soen499-worker-5.novalocal,140514461783808
increment,1033.4979157447815,1035.9929432868958,bigbrain_769_1809_694.nii,soen499-worker-16.novalocal,139859665979136
read_img,574.6636440753937,619.9821131229401,bigbrain_3076_0_2082.nii,soen499-worker-9.novalocal,140544965256960
increment,618.4387531280518,620.9751861095428,bigbrain_3076_1809_1388.nii,soen499-worker-9.novalocal,140544982042368
read_img,601.7634274959564,619.2218720912933,bigbrain_3076_1809_694.nii,soen499-worker-15.novalocal,140659835004672
read_img,620.9062843322754,624.0592284202576,bigbrain_769_0_0.nii,soen499-worker-9.novalocal,140544541976320
increment,1049.920155763626,1052.4315521717072,bigbrain_769_1206_1388.nii,soen499-worker-15.novalocal,140660269913856
increment,1030.1741690635681,1032.6677708625793,bigbrain_3076_0_0.nii,soen499-worker-16.novalocal,139859209471744
read_img,607.3964996337891,621.4897940158844,bigbrain_3076_0_2776.nii,soen499-worker-15.novalocal,140660286961408
read_img,87.09100770950317,181.02960920333862,bigbrain_2307_1206_2082.nii,soen499-worker-14.novalocal,140480609871616
increment,5.140395402908325,186.6358985900879,bigbrain_1538_1206_0.nii,soen499-worker-14.novalocal,140480184575744
increment,1040.1849858760834,1042.6748704910278,bigbrain_769_0_2776.nii,soen499-worker-16.novalocal,139859674633984
increment,464.9999055862427,626.0045871734619,bigbrain_769_603_2776.nii,soen499-worker-9.novalocal,140544533583616
increment,517.584171295166,626.4275898933411,bigbrain_2307_2412_694.nii,soen499-worker-15.novalocal,140659818219264
read_img,626.7104971408844,626.7482326030731,bigbrain_769_1206_2082.nii,soen499-worker-9.novalocal,140544973649664
read_img,613.45942735672,625.3723158836365,bigbrain_769_603_1388.nii,soen499-worker-15.novalocal,140659843397376
