increment,983.7976763248444,987.3282461166382,bigbrain_3076_0_694.nii,soen499-worker-15.novalocal,140659843397376
increment,983.9262318611145,987.4719977378845,bigbrain_2307_603_694.nii,soen499-worker-13.novalocal,140180176602880
increment,984.6880974769592,988.2388017177582,bigbrain_3076_1206_0.nii,soen499-worker-15.novalocal,140659835004672
increment,984.8138475418091,988.3813338279724,bigbrain_3076_1206_1388.nii,soen499-worker-13.novalocal,140180185257728
increment,857.9509637355804,986.0324273109436,bigbrain_2307_603_1388.nii,soen499-worker-5.novalocal,140514436081408
increment,554.86754322052,558.4210550785065,bigbrain_3076_1809_2776.nii,soen499-worker-15.novalocal,140660278568704
increment,983.4558234214783,986.9962496757507,bigbrain_769_2412_2776.nii,soen499-worker-5.novalocal,140514427688704
increment,986.8967785835266,990.4458675384521,bigbrain_769_1206_694.nii,soen499-worker-15.novalocal,140660278568704
increment,988.7450954914093,992.298529624939,bigbrain_3076_1809_0.nii,soen499-worker-13.novalocal,140179805300480
increment,989.6653666496277,993.2018098831177,bigbrain_3076_2412_694.nii,soen499-worker-15.novalocal,140659818219264
increment,864.8775496482849,993.519335269928,bigbrain_769_1809_1388.nii,soen499-worker-5.novalocal,140514478831360
increment,517.1428506374359,520.6809530258179,bigbrain_3076_2412_2082.nii,soen499-worker-9.novalocal,140544973649664
increment,990.8744070529938,994.4245591163635,bigbrain_3076_603_1388.nii,soen499-worker-13.novalocal,140180159555328
increment,991.4750955104828,995.0220942497253,bigbrain_3076_2412_2776.nii,soen499-worker-6.novalocal,140561461802752
increment,991.5705375671387,995.1104388237,bigbrain_769_0_694.nii,soen499-worker-15.novalocal,140660269913856
increment,991.9921278953552,995.5500998497009,bigbrain_769_603_694.nii,soen499-worker-13.novalocal,140180193650432
increment,992.5631194114685,996.1014149188995,bigbrain_769_1206_2082.nii,soen499-worker-6.novalocal,140561843123968
increment,992.7634637355804,996.3097746372223,bigbrain_2307_603_1388.nii,soen499-worker-5.novalocal,140513881618176
save_incremented,467.6673755645752,564.8849561214447,bigbrain_1538_1809_0.nii,soen499-worker-9.novalocal,140544965256960
save_incremented,467.65578293800354,564.8848338127136,bigbrain_0_2412_694.nii,soen499-worker-9.novalocal,140544533583616
increment,992.9893293380737,996.5241432189941,bigbrain_3076_1206_694.nii,soen499-worker-15.novalocal,140660261521152
increment,993.0762362480164,996.6257953643799,bigbrain_769_0_0.nii,soen499-worker-13.novalocal,140179813693184
increment,941.9154653549194,997.1537878513336,bigbrain_769_2412_1388.nii,soen499-worker-5.novalocal,140514444736256
increment,993.7208392620087,997.2645709514618,bigbrain_3076_1809_2082.nii,soen499-worker-15.novalocal,140659826611968
increment,994.350111246109,997.9016780853271,bigbrain_769_2412_2776.nii,soen499-worker-5.novalocal,140514470176512
increment,994.3496601581573,997.9029388427734,bigbrain_2307_2412_694.nii,soen499-worker-13.novalocal,140179796907776
increment,825.1415686607361,913.5269343852997,bigbrain_769_2412_2082.nii,soen499-worker-16.novalocal,139859657586432
increment,773.4697704315186,900.5055606365204,bigbrain_2307_603_0.nii,soen499-worker-16.novalocal,139859226257152
increment,913.8119587898254,998.0311007499695,bigbrain_3076_0_2082.nii,soen499-worker-16.novalocal,139859234649856
increment,994.8269345760345,998.3801047801971,bigbrain_2307_603_2776.nii,soen499-worker-15.novalocal,140660286961408
read_img,567.7676732540131,568.941588640213,bigbrain_2307_603_2082.nii,soen499-worker-9.novalocal,140544982042368
increment,977.6673526763916,981.209623336792,bigbrain_769_1809_694.nii,soen499-worker-12.novalocal,140145076446976
increment,994.919401884079,998.4734930992126,bigbrain_3076_0_2776.nii,soen499-worker-13.novalocal,140180168210176
increment,995.186297416687,998.736679315567,bigbrain_769_1809_1388.nii,soen499-worker-5.novalocal,140514427688704
increment,986.908938407898,990.4691805839539,bigbrain_3076_603_2776.nii,soen499-worker-9.novalocal,140544533583616
save_incremented,953.4243230819702,998.8120193481445,bigbrain_769_2412_694.nii,soen499-worker-9.novalocal,140544541976320
increment,995.3064453601837,998.842990398407,bigbrain_3076_0_694.nii,soen499-worker-15.novalocal,140659843397376
increment,996.2210738658905,999.7732214927673,bigbrain_2307_603_694.nii,soen499-worker-13.novalocal,140180176602880
increment,996.8715760707855,1000.4197418689728,bigbrain_3076_1206_1388.nii,soen499-worker-13.novalocal,140180185257728
increment,996.6625092029572,1000.2071783542633,bigbrain_3076_2412_2776.nii,soen499-worker-6.novalocal,140561809028864
increment,997.3418548107147,1000.8830630779266,bigbrain_769_1206_2082.nii,soen499-worker-6.novalocal,140561453410048
increment,996.3305923938751,999.8918743133545,bigbrain_3076_1206_0.nii,soen499-worker-15.novalocal,140659835004672
increment,997.0094561576843,1000.5434620380402,bigbrain_769_1206_694.nii,soen499-worker-15.novalocal,140660278568704
increment,997.4934594631195,1001.0329728126526,bigbrain_3076_1809_0.nii,soen499-worker-13.novalocal,140179805300480
increment,998.1845779418945,1001.760516166687,bigbrain_769_2412_2776.nii,soen499-worker-5.novalocal,140513881618176
increment,997.5883877277374,1001.1269891262054,bigbrain_3076_603_1388.nii,soen499-worker-13.novalocal,140180159555328
increment,997.9018468856812,1001.4568288326263,bigbrain_769_603_694.nii,soen499-worker-13.novalocal,140180193650432
increment,998.447466135025,1002.0061209201813,bigbrain_769_1206_1388.nii,soen499-worker-12.novalocal,140145118410496
increment,997.5982551574707,1001.1442134380341,bigbrain_769_0_694.nii,soen499-worker-15.novalocal,140660269913856
increment,997.5275311470032,1001.0736365318298,bigbrain_3076_2412_694.nii,soen499-worker-15.novalocal,140659818219264
increment,997.2274179458618,1000.784420967102,bigbrain_2307_603_1388.nii,soen499-worker-5.novalocal,140514453128960
increment,997.9020760059357,1001.4434115886688,bigbrain_3076_1206_694.nii,soen499-worker-15.novalocal,140660261521152
increment,1000.1347064971924,1003.6728329658508,bigbrain_769_1809_2082.nii,soen499-worker-12.novalocal,140145532856064
increment,998.0860602855682,1001.626106262207,bigbrain_3076_1809_2082.nii,soen499-worker-15.novalocal,140659826611968
increment,998.1954901218414,1001.7323002815247,bigbrain_2307_2412_694.nii,soen499-worker-13.novalocal,140179796907776
increment,997.5882699489594,1001.1381485462189,bigbrain_769_2412_1388.nii,soen499-worker-5.novalocal,140514436081408
save_incremented,458.6677577495575,570.773138999939,bigbrain_0_1206_2776.nii,soen499-worker-16.novalocal,139859657586432
increment,997.9527168273926,1001.488941192627,bigbrain_769_0_0.nii,soen499-worker-13.novalocal,140179813693184
increment,1003.2597000598907,1006.7970659732819,bigbrain_769_0_2082.nii,soen499-worker-12.novalocal,140145084839680
increment,1003.2612020969391,1006.8267438411713,bigbrain_769_1809_2776.nii,soen499-worker-12.novalocal,140145110017792
increment,998.4665901660919,1002.0811541080475,bigbrain_2307_603_2776.nii,soen499-worker-15.novalocal,140660286961408
