increment,507.61972641944885,523.7353675365448,bigbrain_1538_1206_0.nii,bin-worker-2.novalocal,140162494179136,14163
increment,509.0224859714508,525.1327931880951,bigbrain_1538_1206_1388.nii,bin-worker-2.novalocal,140162494179136,14154
increment,508.71477603912354,524.793693780899,bigbrain_0_1206_1388.nii,bin-worker-4.novalocal,140578201667392,14213
increment,509.6410586833954,525.7458779811859,bigbrain_0_1206_0.nii,bin-worker-4.novalocal,140578201667392,14207
increment,508.76132559776306,524.8577392101288,bigbrain_0_603_2776.nii,bin-worker-8.novalocal,139676911105856,14182
increment,509.27406668663025,525.3678648471832,bigbrain_0_2412_0.nii,bin-worker-7.novalocal,140358777333568,14365
increment,509.3061833381653,525.4123439788818,bigbrain_0_2412_694.nii,bin-worker-8.novalocal,139676911105856,14176
increment,510.054470539093,526.1673667430878,bigbrain_1538_0_694.nii,bin-worker-2.novalocal,140162494179136,14151
increment,509.4023103713989,525.5031094551086,bigbrain_2307_1206_0.nii,bin-worker-3.novalocal,140153522014016,14182
increment,509.84574580192566,525.9345343112946,bigbrain_0_2412_2082.nii,bin-worker-8.novalocal,139676911105856,14169
save_results,641.8126735687256,953.0479319095612,bigbrain_1538_1809_2776.nii,bin-worker-6.novalocal,140209438287680,14506
increment,510.52669405937195,526.6393089294434,bigbrain_0_603_694.nii,bin-worker-2.novalocal,140162494179136,14145
increment,509.99431109428406,526.0918509960175,bigbrain_1538_1206_2082.nii,bin-worker-6.novalocal,140209438287680,14486
increment,511.87680220603943,527.9865984916687,bigbrain_1538_0_2776.nii,bin-worker-2.novalocal,140162494179136,14166
increment,511.8210608959198,527.9415714740753,bigbrain_0_1809_694.nii,bin-worker-7.novalocal,140358777333568,14347
increment,511.762238740921,527.8704600334167,bigbrain_0_1206_2082.nii,bin-worker-4.novalocal,140578201667392,14219
increment,511.81883811950684,527.9220173358917,bigbrain_0_2412_2776.nii,bin-worker-8.novalocal,139676911105856,14188
increment,511.88873386383057,527.9963271617889,bigbrain_1538_603_2776.nii,bin-worker-3.novalocal,140153522014016,14162
read_img,693.2010915279388,928.4989054203033,bigbrain_2307_603_1388.nii,bin-worker-4.novalocal,140578201667392,14201
increment,511.7661101818085,527.854987859726,bigbrain_1538_1809_0.nii,bin-worker-6.novalocal,140209438287680,14494
read_img,673.4691641330719,943.1637983322144,bigbrain_2307_2412_694.nii,bin-worker-3.novalocal,140153522014016,14162
