increment,645.2466833591461,653.0514976978302,bigbrain_3076_603_2082.nii,soen499-worker-5.novalocal,139918255429376,27636
increment,647.8841471672058,655.6776278018951,bigbrain_3076_603_2776.nii,soen499-worker-5.novalocal,139917302884096,27636
increment,607.9679899215698,615.7532458305359,bigbrain_3076_0_1388.nii,soen499-worker-16.novalocal,140545657648896,27595
increment,651.6036813259125,659.3936007022858,bigbrain_769_1206_1388.nii,soen499-worker-5.novalocal,139918247036672,27636
increment,651.6068315505981,659.3956880569458,bigbrain_3076_2412_0.nii,soen499-worker-5.novalocal,139918263822080,27636
increment,653.0454390048981,660.8440215587616,bigbrain_2307_603_694.nii,soen499-worker-5.novalocal,139918272214784,27636
increment,653.0358216762543,660.8294351100922,bigbrain_769_603_2082.nii,soen499-worker-6.novalocal,140125806327552,27339
save_incremented,582.8736250400543,628.9960038661957,bigbrain_3076_1206_694.nii,soen499-worker-12.novalocal,140362167543552,29531
increment,656.330438375473,664.120808839798,bigbrain_769_1809_2776.nii,soen499-worker-6.novalocal,140128830269184,27339
increment,656.3335113525391,664.1316530704498,bigbrain_3076_1206_1388.nii,soen499-worker-6.novalocal,140128847054592,27339
increment,656.3310041427612,664.1220901012421,bigbrain_2307_2412_0.nii,soen499-worker-5.novalocal,139917311276800,27636
increment,658.7808799743652,666.5640964508057,bigbrain_2307_2412_1388.nii,soen499-worker-6.novalocal,140127966000896,27339
increment,658.7821424007416,666.5705072879791,bigbrain_2307_603_2776.nii,soen499-worker-5.novalocal,139918238643968,27636
increment,660.218653678894,667.9995296001434,bigbrain_3076_1206_2082.nii,soen499-worker-5.novalocal,139917294491392,27636
save_incremented,85.53405284881592,237.49324798583984,bigbrain_2307_0_2776.nii,soen499-worker-14.novalocal,139982731884288,31879
save_incremented,85.64685201644897,238.6726462841034,bigbrain_1538_1809_2082.nii,soen499-worker-14.novalocal,139982748669696,31879
save_incremented,85.44363498687744,238.67886018753052,bigbrain_0_603_1388.nii,soen499-worker-14.novalocal,139982765455104,31879
increment,665.6962122917175,673.48988032341,bigbrain_3076_1809_694.nii,soen499-worker-6.novalocal,140127949215488,27339
save_incremented,563.6282773017883,671.5332412719727,bigbrain_769_0_2776.nii,soen499-worker-13.novalocal,140535012517632,28770
increment,665.0175673961639,672.8085153102875,bigbrain_3076_603_2082.nii,soen499-worker-5.novalocal,139918255429376,27636
save_incremented,85.59145545959473,209.89318823814392,bigbrain_2307_1206_0.nii,soen499-worker-13.novalocal,140534995732224,28770
save_incremented,85.67835140228271,246.2726023197174,bigbrain_1538_1809_694.nii,soen499-worker-13.novalocal,140535020910336,28770
save_incremented,85.3891773223877,246.2726912498474,bigbrain_2307_1809_2776.nii,soen499-worker-13.novalocal,140534987339520,28770
