increment,25.512994527816772,29.04802918434143,bigbrain_1538_1809_2776.nii,soen499-worker-15.novalocal,140002157438720,25255
increment,455.2342653274536,458.77754855155945,bigbrain_769_1809_0.nii,soen499-worker-15.novalocal,140002132260608,25255
increment,25.678706645965576,29.240286588668823,bigbrain_1538_603_2082.nii,soen499-worker-13.novalocal,140114382550784,25300
increment,25.714377880096436,29.262619018554688,bigbrain_1538_1809_2082.nii,soen499-worker-14.novalocal,140495042807552,27724
increment,25.980470418930054,29.519704818725586,bigbrain_0_1809_694.nii,soen499-worker-15.novalocal,140001698375424,25255
increment,26.12083148956299,29.668701171875,bigbrain_2307_1809_2776.nii,soen499-worker-13.novalocal,140114877691648,25300
increment,26.253117084503174,29.806843757629395,bigbrain_2307_0_2776.nii,soen499-worker-14.novalocal,140494487156480,27724
increment,26.476698398590088,30.006521701812744,bigbrain_1538_1206_0.nii,soen499-worker-15.novalocal,140002149046016,25255
increment,26.53546380996704,30.09290385246277,bigbrain_1538_1809_694.nii,soen499-worker-13.novalocal,140114894477056,25300
increment,26.87634515762329,30.441882133483887,bigbrain_0_1206_0.nii,soen499-worker-14.novalocal,140495059592960,27724
increment,26.907503843307495,30.441396474838257,bigbrain_2307_0_694.nii,soen499-worker-15.novalocal,140001706768128,25255
increment,27.15317177772522,30.70470380783081,bigbrain_0_603_1388.nii,soen499-worker-14.novalocal,140493826742016,27724
read_img,0.35982203483581543,7.566180467605591,bigbrain_2307_1206_694.nii,soen499-worker-9.novalocal,140174632400640,24905
increment,27.757873058319092,31.314395427703857,bigbrain_0_2412_0.nii,soen499-worker-13.novalocal,140114902869760,25300
increment,27.797861576080322,31.34335446357727,bigbrain_1538_0_694.nii,soen499-worker-14.novalocal,140495051200256,27724
increment,27.982605695724487,31.535786867141724,bigbrain_2307_1809_2082.nii,soen499-worker-15.novalocal,140002140653312,25255
increment,28.17124915122986,31.73237943649292,bigbrain_0_1206_2082.nii,soen499-worker-13.novalocal,140112369284864,25300
increment,28.33823800086975,31.898220539093018,bigbrain_0_603_2082.nii,soen499-worker-15.novalocal,140002165831424,25255
increment,28.146982192993164,31.700589895248413,bigbrain_1538_603_0.nii,soen499-worker-14.novalocal,140495067985664,27724
increment,28.380228757858276,31.94023823738098,bigbrain_2307_1206_0.nii,soen499-worker-13.novalocal,140114860906240,25300
increment,28.629124402999878,32.18181347846985,bigbrain_2307_1809_1388.nii,soen499-worker-14.novalocal,140493835134720,27724
increment,28.639805793762207,32.18119144439697,bigbrain_0_1206_1388.nii,soen499-worker-15.novalocal,140002132260608,25255
increment,28.82913637161255,32.399922609329224,bigbrain_0_603_2776.nii,soen499-worker-13.novalocal,140114869298944,25300
